Timestamp,State,Prod_Time,Setup_Time,Down_Time,Total_Count,Defects,A,P,Q,OEE
2026-01-13 17:01:57,STOPPED,0,0,0,0,0,0,0,1,0
2026-01-13 17:01:59,STOPPED,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0
2026-01-13 17:02:21,GREEN,0.1,0.0,0.0,0,0,0.4,0.0,100.0,0.0
2026-01-13 17:02:42,YELLOW,21.3,0.1,0.0,2,0,47.3,79.8,100.0,37.8
2026-01-13 17:02:53,GREEN,21.4,10.6,0.0,2,0,38.5,79.4,100.0,30.6
2026-01-13 17:03:13,RED,41.9,10.6,0.1,4,0,55.0,81.2,100.0,44.7
2026-01-13 17:03:14,YELLOW,41.9,10.7,0.6,4,0,54.5,81.2,100.0,44.3
2026-01-13 17:03:54,GREEN,42.0,50.8,0.6,4,0,35.9,81.0,100.0,29.1
2026-01-13 17:04:26,YELLOW,73.8,50.9,0.6,8,0,49.5,92.2,100.0,45.7
2026-01-13 17:04:29,GREEN,73.9,54.1,0.6,8,0,48.5,92.0,100.0,44.7
2026-01-13 17:04:37,YELLOW,82.0,54.2,0.6,9,0,51.1,93.3,100.0,47.7
2026-01-13 17:04:42,GREEN,82.1,58.2,0.6,9,0,49.9,93.2,100.0,46.5
2026-01-13 17:04:46,YELLOW,86.4,58.3,0.6,10,0,51.2,98.3,100.0,50.3
2026-01-13 17:05:10,GREEN,86.5,81.7,0.6,10,0,44.9,98.2,100.0,44.1
2026-01-13 17:06:02,YELLOW,138.5,81.9,0.6,16,0,56.6,98.2,100.0,55.6
2026-01-13 17:06:14,GREEN,138.6,94.0,0.6,16,0,54.0,98.1,100.0,53.0
2026-01-13 17:06:32,YELLOW,156.4,94.1,0.6,18,0,56.9,97.8,100.0,55.7
2026-01-13 17:06:49,GREEN,156.5,110.8,0.6,18,0,53.7,97.8,100.0,52.5
2026-01-13 17:06:57,YELLOW,165.0,110.9,0.6,19,0,55.0,97.9,100.0,53.8
2026-01-13 17:07:20,GREEN,165.1,133.7,0.6,19,0,51.1,97.8,100.0,50.0
2026-01-13 17:07:50,YELLOW,194.8,133.8,0.6,22,0,55.2,96.0,100.0,53.0
2026-01-13 17:08:00,GREEN,194.9,143.5,0.6,22,0,53.7,96.0,100.0,51.6
2026-01-13 17:08:43,YELLOW,237.8,143.6,0.6,27,0,58.6,96.5,100.0,56.6
2026-01-13 17:09:35,GREEN,237.9,196.3,0.6,27,0,51.9,96.5,100.0,50.1
2026-01-13 17:09:41,YELLOW,243.7,196.4,0.6,28,0,52.5,97.6,100.0,51.3
2026-01-13 17:10:24,RED,243.7,238.9,0.7,28,0,48.1,97.6,100.0,46.9
2026-01-13 17:10:40,GREEN,243.9,238.9,16.9,28,0,46.6,97.6,100.0,45.5
2026-01-13 17:10:49,YELLOW,252.1,239.0,16.9,29,0,47.4,97.8,100.0,46.4
2026-01-13 17:10:51,RED,252.1,241.3,17.0,29,0,47.2,97.8,100.0,46.2
2026-01-13 17:10:53,GREEN,252.2,241.3,18.9,29,0,47.0,97.7,100.0,46.0
2026-01-13 17:10:54,YELLOW,253.4,241.4,18.9,29,0,47.2,97.3,100.0,45.9
2026-01-13 17:11:20,RED,253.4,266.9,19.1,29,0,45.0,97.3,100.0,43.8
2026-01-13 17:11:26,GREEN,253.5,266.9,25.3,29,0,44.5,97.2,100.0,43.3
2026-01-13 17:11:47,RED,273.7,266.9,25.5,30,0,46.4,93.2,100.0,43.2
2026-01-13 17:11:49,YELLOW,273.7,267.0,27.3,30,0,46.3,93.2,100.0,43.1
