Timestamp,State,Prod_Time,Setup_Time,Down_Time,Total_Count,Defects,A,P,Q,OEE
17:14:57,STOPPED,0,0,0,0,0,0,0,1,0
17:14:59,STOPPED,0.0,0.0,0.0,0,0,0.0,0.0,100.0,0.0
17:15:31,GREEN,0.1,0.0,0.0,0,0,0.3,0.0,100.0,0.0
17:15:59,YELLOW,27.5,0.1,0.0,1,0,44.5,72.8,100.0,32.4
17:16:28,GREEN,27.6,29.1,0.0,1,0,30.4,72.6,100.0,22.0
17:16:39,YELLOW,38.9,29.2,0.0,1,0,38.0,51.4,100.0,19.6
17:16:48,GREEN,39.0,38.1,0.0,1,0,35.1,51.3,100.0,18.0
17:17:01,YELLOW,51.8,38.2,0.0,2,0,41.7,77.2,100.0,32.2
17:17:48,GREEN,51.9,84.5,0.0,2,0,30.4,77.0,100.0,23.4
17:18:19,YELLOW,83.8,84.6,0.0,4,0,41.4,95.5,100.0,39.5
17:18:29,GREEN,83.9,93.7,0.0,4,0,39.6,95.4,100.0,37.8
17:18:52,YELLOW,107.2,93.8,0.0,5,0,45.6,93.3,100.0,42.5
17:18:59,GREEN,107.3,100.4,0.0,5,0,44.4,93.2,100.0,41.3
17:20:10,YELLOW,178.5,100.5,0.0,8,0,57.0,89.6,100.0,51.1
17:20:26,GREEN,178.6,116.7,0.0,8,0,54.2,89.6,100.0,48.6
17:20:52,YELLOW,204.1,116.8,0.0,10,0,57.5,98.0,100.0,56.3
17:21:01,GREEN,204.2,125.4,0.0,10,0,56.1,97.9,100.0,55.0
17:23:35,YELLOW,358.8,125.5,0.0,17,0,69.2,94.8,100.0,65.6
17:24:03,GREEN,358.9,153.1,0.0,17,0,65.7,94.7,100.0,62.3
